,Date,Price,Open,High,Low,Vol.,Change %,Currency
1275,10/26/2018,486.0,486.0,487.1,484.5,,0.00%,USD
1276,10/25/2018,486.0,485.65,486.0,484.5,,0.15%,USD
1277,10/24/2018,485.25,485.75,486.45,485.25,,0.00%,USD
1278,10/23/2018,485.25,484.75,486.55,484.75,,0.05%,USD
1279,10/22/2018,485.0,485.48,487.0,485.0,,0.00%,USD
1280,10/19/2018,485.0,485.45,486.5,484.5,,-0.15%,USD
1281,10/18/2018,485.75,485.13,485.75,483.75,,0.39%,USD
1282,10/17/2018,483.88,484.5,484.57,483.0,,-0.38%,USD
1283,10/16/2018,485.75,486.25,486.65,484.75,,0.00%,USD
1284,10/15/2018,485.75,486.85,487.75,485.25,,0.00%,USD
1285,10/12/2018,485.75,485.75,486.87,485.75,,0.00%,USD
1286,10/11/2018,485.75,486.25,486.87,485.75,,-0.05%,USD
1287,10/10/2018,486.0,486.0,486.98,486.0,,0.00%,USD
1288,10/09/2018,486.0,486.5,487.0,486.0,,0.00%,USD
1289,10/08/2018,486.0,485.55,486.7,485.0,,0.05%,USD
1290,10/05/2018,485.75,486.3,487.85,485.75,,0.11%,USD
1291,10/04/2018,485.2,482.4,485.7,482.4,,0.09%,USD
1292,10/03/2018,484.75,484.75,487.45,484.75,,0.00%,USD
1293,10/02/2018,484.75,484.75,485.75,484.75,,0.00%,USD
1294,10/01/2018,484.75,484.95,485.55,484.65,,0.42%,USD
1295,09/28/2018,482.7,482.2,482.71,482.0,,0.10%,USD
1296,09/27/2018,482.2,481.65,482.5,481.6,,0.11%,USD
1297,09/26/2018,481.65,481.65,482.1,481.0,,0.00%,USD
1298,09/25/2018,481.65,482.25,483.3,481.0,,-0.12%,USD
1299,09/24/2018,482.25,482.43,483.3,481.0,,-0.04%,USD
1300,09/21/2018,482.43,482.42,482.44,482.2,,0.00%,USD
1301,09/20/2018,482.42,483.0,483.6,482.0,,-0.53%,USD
1302,09/19/2018,485.0,486.0,486.4,485.0,,-0.10%,USD
1303,09/18/2018,485.5,486.0,486.65,485.5,,-0.05%,USD
1304,09/17/2018,485.75,485.75,486.45,485.25,,0.14%,USD
1305,09/14/2018,485.08,485.0,485.3,484.0,,-0.19%,USD
1306,09/13/2018,486.0,486.35,486.5,485.0,,0.13%,USD
1307,09/12/2018,485.35,485.4,486.0,484.0,,-0.01%,USD
1308,09/11/2018,485.4,484.0,486.0,484.0,,0.10%,USD
1309,09/10/2018,484.9,484.65,485.5,484.0,,0.19%,USD
1310,09/07/2018,484.0,484.0,484.7,483.5,,0.00%,USD
1311,09/06/2018,484.0,484.0,485.3,483.0,,0.00%,USD
1312,09/05/2018,484.0,483.0,485.0,483.0,,0.31%,USD
1313,09/04/2018,482.5,482.5,483.5,482.5,,0.00%,USD
1314,09/03/2018,482.5,481.5,482.75,481.5,,0.10%,USD
1315,08/31/2018,482.0,482.0,483.5,482.0,,0.00%,USD
1316,08/30/2018,482.0,482.0,483.5,482.0,,0.00%,USD
1317,08/29/2018,482.0,482.0,483.3,481.5,,0.00%,USD
1318,08/28/2018,482.0,482.0,483.0,481.5,,0.00%,USD
1319,08/27/2018,482.0,482.0,483.0,482.0,,0.00%,USD
1320,08/24/2018,482.0,482.85,483.0,481.5,,0.00%,USD
1321,08/23/2018,482.0,482.0,483.5,481.5,,0.00%,USD
1322,08/22/2018,482.0,482.0,483.5,481.5,,0.00%,USD
1323,08/21/2018,482.0,482.5,483.5,481.5,,-0.05%,USD
1324,08/20/2018,482.25,482.87,483.65,481.25,,0.00%,USD
1325,08/17/2018,482.25,482.25,483.45,482.25,,0.00%,USD
1326,08/16/2018,482.25,482.25,483.75,481.75,,0.00%,USD
1327,08/15/2018,482.25,482.25,483.25,482.25,,0.00%,USD
1328,08/14/2018,482.25,482.75,483.75,481.25,,-0.05%,USD
1329,08/13/2018,482.5,481.0,483.5,481.0,,0.16%,USD
1330,08/10/2018,481.75,481.75,483.45,481.75,,0.00%,USD
1331,08/09/2018,481.75,481.75,482.25,481.75,,0.00%,USD
1332,08/08/2018,481.75,481.75,482.05,481.25,,0.00%,USD
1333,08/07/2018,481.75,481.75,481.94,481.65,,0.00%,USD
1334,08/06/2018,481.75,481.25,481.75,481.25,,0.05%,USD
1335,08/03/2018,481.5,481.5,482.0,481.5,,0.00%,USD
1336,08/02/2018,481.5,481.0,482.0,481.0,,0.05%,USD
1337,08/01/2018,481.25,481.25,481.75,481.25,,0.00%,USD
1338,07/31/2018,481.25,481.25,482.25,481.25,,0.00%,USD
1339,07/30/2018,481.25,481.25,481.75,480.75,,0.00%,USD
1340,07/27/2018,481.25,481.75,481.75,481.25,,0.05%,USD
1341,07/26/2018,481.0,480.87,481.4,480.5,,0.03%,USD
1342,07/25/2018,480.87,480.8,481.1,480.0,,0.01%,USD
1343,07/24/2018,480.8,480.98,481.5,480.0,,-0.04%,USD
1344,07/23/2018,480.98,480.6,481.4,480.0,,0.08%,USD
1345,07/20/2018,480.6,480.5,481.2,479.5,,0.02%,USD
1346,07/19/2018,480.5,480.25,480.6,479.75,,0.05%,USD
1347,07/18/2018,480.25,480.35,480.6,479.5,,-0.02%,USD
1348,07/17/2018,480.35,480.75,480.75,479.5,,-0.08%,USD
1349,07/16/2018,480.75,481.48,481.48,480.0,,-0.05%,USD
1350,07/13/2018,481.0,481.8,481.99,480.5,,-0.09%,USD
1351,07/12/2018,481.45,482.22,482.3,480.5,,-0.16%,USD
1352,07/11/2018,482.22,482.22,482.5,481.0,,0.00%,USD
1353,07/10/2018,482.22,482.0,483.2,481.5,,-0.47%,USD
1354,07/09/2018,484.5,485.65,485.8,484.0,,-0.05%,USD
1355,07/06/2018,484.75,484.75,486.25,483.75,,0.00%,USD
1356,07/05/2018,484.75,484.75,485.2,484.25,,0.00%,USD
1357,07/04/2018,484.75,484.75,485.75,484.25,,0.00%,USD
1358,07/03/2018,484.75,484.75,485.25,484.25,,0.00%,USD
1359,07/02/2018,484.75,484.47,484.75,483.25,,0.52%,USD
1360,06/29/2018,482.22,482.05,482.3,481.0,,0.04%,USD
1361,06/28/2018,482.05,482.22,482.3,481.0,,-0.04%,USD
1362,06/27/2018,482.22,482.2,482.3,481.0,,0.00%,USD
1363,06/26/2018,482.2,482.0,483.0,481.0,,-0.47%,USD
1364,06/25/2018,484.5,484.5,485.5,484.0,,0.00%,USD
1365,06/22/2018,484.5,484.5,485.5,484.0,,0.00%,USD
1366,06/21/2018,484.5,484.51,485.0,484.0,,0.52%,USD
1367,06/20/2018,482.01,482.25,482.5,481.0,,-0.05%,USD
1368,06/19/2018,482.25,482.0,482.58,481.5,,-0.46%,USD
1369,06/18/2018,484.5,485.0,485.5,484.5,,-0.05%,USD
1370,06/15/2018,484.75,484.75,485.25,484.25,,0.00%,USD
1371,06/14/2018,484.75,483.75,485.75,483.75,,0.52%,USD
1372,06/13/2018,482.25,483.25,484.25,482.25,,-0.52%,USD
1373,06/12/2018,484.75,485.25,485.37,484.75,,-0.05%,USD
1374,06/11/2018,485.0,485.25,485.25,484.5,,0.00%,USD
1375,06/08/2018,485.0,485.0,485.48,484.5,,0.00%,USD
1376,06/07/2018,485.0,485.0,486.0,484.5,,0.36%,USD
1377,06/06/2018,483.28,482.5,484.0,482.5,,-0.35%,USD
1378,06/05/2018,485.0,484.5,485.3,484.0,,0.05%,USD
1379,06/04/2018,484.75,485.1,485.75,484.75,,0.00%,USD
1380,06/01/2018,484.75,484.75,485.25,484.25,,0.00%,USD
1381,05/31/2018,484.75,484.75,485.25,484.25,,0.40%,USD
1382,05/30/2018,482.8,482.5,483.0,482.0,,-0.40%,USD
1383,05/29/2018,484.75,484.75,485.75,484.25,,0.00%,USD
1384,05/28/2018,484.75,485.0,485.0,484.25,,0.41%,USD
1385,05/25/2018,482.75,482.25,483.15,481.75,,-0.36%,USD
1386,05/24/2018,484.5,484.98,485.5,483.5,,0.42%,USD
1387,05/23/2018,482.48,482.67,482.8,481.0,,-0.04%,USD
1388,05/22/2018,482.67,482.0,483.25,481.0,,-0.38%,USD
1389,05/21/2018,484.5,485.75,485.75,484.5,,-0.05%,USD
1390,05/18/2018,484.75,484.75,485.6,484.75,,0.00%,USD
1391,05/17/2018,484.75,485.25,486.05,484.75,,-0.05%,USD
1392,05/16/2018,485.0,486.55,486.55,484.5,,0.09%,USD
1393,05/15/2018,484.55,485.28,485.5,482.5,,-0.15%,USD
1394,05/14/2018,485.28,486.0,486.05,483.5,,-0.25%,USD
1395,05/11/2018,486.5,486.5,487.5,485.0,,0.00%,USD
1396,05/10/2018,486.5,487.0,487.5,485.5,,-0.05%,USD
1397,05/09/2018,486.75,486.75,486.95,486.7,,0.00%,USD
1398,05/08/2018,486.75,485.75,487.25,485.75,,0.12%,USD
1399,05/07/2018,486.15,484.5,487.0,484.5,,0.08%,USD
1400,05/04/2018,485.75,485.75,486.25,485.25,,0.00%,USD
1401,05/03/2018,485.75,485.75,485.96,484.53,,0.00%,USD
1402,05/02/2018,485.75,483.75,485.95,483.75,,0.21%,USD
1403,05/01/2018,484.75,484.75,485.57,484.75,,0.00%,USD
1404,04/30/2018,484.75,484.75,485.57,484.75,,0.00%,USD
1405,04/27/2018,484.75,484.21,485.75,484.2,,0.58%,USD
1406,04/26/2018,481.96,480.45,482.1,480.0,,0.31%,USD
1407,04/25/2018,480.45,480.12,481.0,479.5,,0.07%,USD
1408,04/24/2018,480.12,480.3,480.3,479.3,,0.00%,USD
1409,04/23/2018,480.12,480.18,480.18,479.5,,-0.01%,USD
1410,04/20/2018,480.18,480.98,480.98,479.0,,-0.17%,USD
1411,04/19/2018,480.98,480.98,480.99,479.0,,0.00%,USD
1412,04/18/2018,480.98,482.25,482.25,479.0,,-0.26%,USD
1413,04/17/2018,482.25,482.35,483.5,481.8,,-0.46%,USD
1414,04/16/2018,484.5,485.4,486.0,483.5,,0.00%,USD
1415,04/13/2018,484.5,484.5,486.2,483.5,,0.00%,USD
1416,04/12/2018,484.5,484.5,486.6,484.5,,0.00%,USD
1417,04/11/2018,484.5,484.25,486.8,483.5,,0.47%,USD
1418,04/10/2018,482.25,481.12,482.85,480.25,,0.29%,USD
1419,04/09/2018,480.87,480.45,481.4,479.0,,0.09%,USD
1420,04/06/2018,480.45,480.2,480.9,479.0,,0.09%,USD
1421,04/05/2018,480.0,481.27,481.3,480.0,,-0.06%,USD
1422,04/04/2018,480.27,480.22,480.3,479.0,,0.01%,USD
1423,04/03/2018,480.22,480.05,480.3,479.0,,0.04%,USD
1424,04/02/2018,480.05,480.06,480.06,480.0,,0.00%,USD
1425,03/30/2018,480.06,480.12,480.12,479.0,,-0.01%,USD
1426,03/29/2018,480.12,480.0,480.22,479.0,,0.02%,USD
1427,03/28/2018,480.0,480.25,480.3,479.0,,-0.05%,USD
1428,03/27/2018,480.25,480.42,480.42,479.0,,-0.04%,USD
1429,03/26/2018,480.42,480.4,480.5,479.0,,0.00%,USD
1430,03/23/2018,480.4,480.05,480.5,479.0,,0.07%,USD
1431,03/22/2018,480.05,480.25,480.5,479.0,,0.06%,USD
1432,03/21/2018,479.75,480.8,481.01,479.75,,-0.06%,USD
1433,03/20/2018,480.05,480.27,480.5,479.0,,-0.05%,USD
1434,03/19/2018,480.27,480.34,480.34,479.0,,-0.01%,USD
1435,03/16/2018,480.34,480.4,480.6,479.5,,-0.01%,USD
1436,03/15/2018,480.4,480.33,481.0,479.5,,0.01%,USD
1437,03/14/2018,480.33,480.5,481.0,479.5,,-0.04%,USD
1438,03/13/2018,480.5,480.0,481.1,480.0,,-0.05%,USD
1439,03/12/2018,480.75,481.47,481.95,480.75,,0.00%,USD
1440,03/09/2018,480.75,480.75,481.48,480.75,,0.00%,USD
1441,03/08/2018,480.75,480.75,481.48,480.75,,0.00%,USD
1442,03/07/2018,480.75,482.25,482.25,480.7,,0.02%,USD
1443,03/06/2018,480.64,480.0,481.5,480.0,,-0.02%,USD
1444,03/05/2018,480.75,481.53,481.85,480.7,,-0.01%,USD
1445,03/02/2018,480.78,480.93,480.93,480.0,,-0.03%,USD
1446,03/01/2018,480.93,480.8,480.94,480.0,,0.03%,USD
1447,02/28/2018,480.8,480.5,480.81,480.0,,0.01%,USD
1448,02/27/2018,480.75,481.07,481.45,480.75,,-0.01%,USD
1449,02/26/2018,480.82,480.6,481.3,480.0,,0.04%,USD
1450,02/23/2018,480.62,480.55,481.2,480.0,,0.01%,USD
1451,02/22/2018,480.55,480.45,480.9,480.0,,0.02%,USD
1452,02/21/2018,480.45,480.55,480.7,480.0,,-0.02%,USD
1453,02/20/2018,480.55,480.0,480.8,479.5,,-0.09%,USD
1454,02/19/2018,481.0,481.92,481.92,481.0,,0.02%,USD
1455,02/16/2018,480.92,481.22,481.5,480.0,,-0.06%,USD
1456,02/15/2018,481.22,481.6,481.6,480.5,,-0.08%,USD
1457,02/14/2018,481.6,482.35,482.5,480.5,,-0.65%,USD
1458,02/13/2018,484.75,483.75,485.25,483.7,,0.67%,USD
1459,02/12/2018,481.5,483.1,483.5,481.5,,-0.33%,USD
1460,02/09/2018,483.1,481.85,483.4,481.8,,-0.34%,USD
1461,02/08/2018,484.75,484.55,485.15,483.25,,0.00%,USD
1462,02/07/2018,484.75,484.2,485.0,483.25,,0.58%,USD
1463,02/06/2018,481.95,481.25,482.0,480.0,,0.04%,USD
1464,02/05/2018,481.75,481.52,482.08,480.9,,0.15%,USD
1465,02/02/2018,481.02,480.95,481.04,479.5,,0.01%,USD
1466,02/01/2018,480.95,480.8,480.96,479.5,,0.03%,USD
1467,01/31/2018,480.8,480.53,480.81,479.0,,0.06%,USD
1468,01/30/2018,480.53,480.6,480.63,479.0,,-0.01%,USD
1469,01/29/2018,480.6,480.55,480.65,479.0,,0.01%,USD
1470,01/26/2018,480.55,480.65,480.65,479.0,,-0.02%,USD
1471,01/25/2018,480.65,480.75,481.0,479.7,,-0.02%,USD
1472,01/24/2018,480.75,481.15,481.15,479.5,,-0.08%,USD
1473,01/23/2018,481.15,481.63,481.63,480.2,,-0.10%,USD
1474,01/22/2018,481.63,481.95,481.95,480.5,,-0.07%,USD
1475,01/19/2018,481.95,482.59,482.59,480.8,,-0.13%,USD
1476,01/18/2018,482.59,482.98,482.98,481.5,,0.02%,USD
1477,01/17/2018,482.5,484.0,484.0,482.5,,-0.10%,USD
1478,01/16/2018,483.0,483.21,483.21,482.2,,-0.04%,USD
1479,01/15/2018,483.21,483.5,483.5,482.2,,-0.06%,USD
1480,01/12/2018,483.5,483.0,484.0,482.0,,-0.10%,USD
1481,01/11/2018,483.98,484.7,484.7,482.9,,-0.15%,USD
1482,01/10/2018,484.7,484.9,484.9,483.4,,-0.04%,USD
1483,01/09/2018,484.9,484.9,484.91,484.0,,0.00%,USD
1484,01/08/2018,484.9,484.08,484.93,483.5,,0.17%,USD
1485,01/05/2018,484.08,484.07,484.1,484.05,,0.00%,USD
1486,01/04/2018,484.07,484.1,484.1,484.07,,-0.01%,USD
1487,01/03/2018,484.1,484.08,484.1,484.05,,0.00%,USD
1488,01/02/2018,484.08,484.08,484.1,484.05,,0.00%,USD
1489,01/01/2018,484.08,484.08,484.08,484.08,,0.00%,USD
1490,12/29/2017,484.08,483.15,484.1,482.72,,0.19%,USD
1491,12/28/2017,483.15,482.31,483.17,481.25,,0.17%,USD
1492,12/27/2017,482.31,481.95,482.31,481.0,,0.07%,USD
1493,12/26/2017,481.95,480.5,481.97,480.5,,0.30%,USD
1494,12/25/2017,480.5,481.1,481.3,479.0,,0.00%,USD
1495,12/22/2017,480.5,481.18,481.18,479.9,,-0.14%,USD
1496,12/21/2017,481.18,481.5,481.5,479.0,,-0.07%,USD
1497,12/20/2017,481.5,482.08,482.08,480.5,,-0.12%,USD
1498,12/19/2017,482.08,482.2,482.5,480.5,,-0.02%,USD
1499,12/18/2017,482.2,482.35,483.0,480.5,,-0.03%,USD
1500,12/15/2017,482.35,482.72,483.0,480.5,,-0.08%,USD
1501,12/14/2017,482.72,484.0,485.0,481.0,,-0.26%,USD
1502,12/13/2017,484.0,484.1,484.1,481.0,,-0.02%,USD
1503,12/12/2017,484.1,485.24,485.24,482.0,,-0.23%,USD
1504,12/11/2017,485.24,485.25,485.25,483.0,,0.00%,USD
1505,12/08/2017,485.25,485.32,485.32,484.0,,-0.01%,USD
1506,12/07/2017,485.32,484.95,485.33,483.0,,0.08%,USD
1507,12/06/2017,484.95,483.5,485.0,483.5,,0.09%,USD
1508,12/05/2017,484.5,485.33,485.66,484.5,,0.04%,USD
1509,12/04/2017,484.33,484.2,484.4,484.0,,0.03%,USD
1510,12/01/2017,484.2,484.28,484.5,483.0,,-0.02%,USD
1511,11/30/2017,484.28,484.33,484.33,483.0,,-0.01%,USD
1512,11/29/2017,484.33,484.2,484.33,483.0,,0.03%,USD
1513,11/28/2017,484.2,484.15,484.21,483.0,,0.01%,USD
1514,11/27/2017,484.15,483.75,484.17,483.0,,0.08%,USD
1515,11/24/2017,483.75,483.0,485.0,483.0,,-0.05%,USD
1516,11/23/2017,484.0,484.75,485.0,484.0,,0.05%,USD
1517,11/22/2017,483.75,483.66,484.0,483.0,,0.02%,USD
1518,11/21/2017,483.66,481.6,484.75,481.6,,0.01%,USD
1519,11/20/2017,483.62,484.88,485.12,482.52,,-0.49%,USD
1520,11/17/2017,486.0,488.4,488.4,485.25,,-0.29%,USD
1521,11/16/2017,487.4,487.95,487.95,485.0,,-0.33%,USD
1522,11/15/2017,489.0,489.0,490.0,488.5,,0.00%,USD
1523,11/14/2017,489.0,489.55,490.03,488.5,,0.30%,USD
1524,11/13/2017,487.55,487.28,487.57,486.0,,0.06%,USD
1525,11/10/2017,487.28,486.0,487.29,485.9,,0.06%,USD
1526,11/09/2017,487.0,487.2,488.3,486.2,,0.16%,USD
1527,11/08/2017,486.2,485.72,486.22,483.5,,0.40%,USD
1528,11/07/2017,484.25,484.25,486.49,484.25,,-0.19%,USD
1529,11/06/2017,485.15,484.37,485.2,483.5,,0.16%,USD
1530,11/03/2017,484.37,483.98,484.37,482.5,,0.02%,USD
1531,11/02/2017,484.25,483.8,484.75,482.25,,0.25%,USD
1532,11/01/2017,483.05,482.85,483.25,481.5,,-0.04%,USD
1533,10/31/2017,483.25,484.1,484.75,483.25,,0.00%,USD
1534,10/30/2017,483.25,483.99,484.25,482.75,,0.21%,USD
1535,10/27/2017,482.24,482.22,482.24,481.0,,0.00%,USD
1536,10/26/2017,482.22,481.5,483.0,480.5,,-0.21%,USD
1537,10/25/2017,483.25,484.07,484.07,482.25,,0.19%,USD
1538,10/24/2017,482.32,482.24,483.0,481.0,,0.02%,USD
1539,10/23/2017,482.24,481.92,482.25,480.9,,0.07%,USD
1540,10/20/2017,481.92,481.72,482.0,480.0,,-0.28%,USD
1541,10/19/2017,483.25,483.23,483.48,482.25,,0.37%,USD
1542,10/18/2017,481.48,481.33,481.5,480.0,,0.03%,USD
1543,10/17/2017,481.33,481.32,481.35,479.5,,0.01%,USD
1544,10/16/2017,481.3,480.98,481.32,480.4,,0.07%,USD
1545,10/13/2017,480.98,480.3,481.0,479.5,,0.14%,USD
1546,10/12/2017,480.3,480.21,480.5,479.5,,0.02%,USD
1547,10/11/2017,480.21,479.55,480.22,479.5,,0.14%,USD
1548,10/10/2017,479.55,478.93,479.56,478.5,,0.13%,USD
1549,10/09/2017,478.93,478.74,478.95,477.5,,0.04%,USD
1550,10/06/2017,478.74,478.43,478.75,477.0,,0.06%,USD
1551,10/05/2017,478.43,478.35,478.45,477.6,,0.02%,USD
1552,10/04/2017,478.35,478.26,478.38,477.0,,0.02%,USD
1553,10/03/2017,478.26,478.03,478.27,477.0,,0.05%,USD
1554,10/02/2017,478.03,478.4,478.4,477.0,,-0.08%,USD
1555,09/29/2017,478.4,478.3,478.41,477.0,,0.02%,USD
1556,09/28/2017,478.3,478.02,478.32,477.0,,0.06%,USD
1557,09/27/2017,478.02,478.03,478.03,476.5,,0.00%,USD
1558,09/26/2017,478.03,477.88,478.38,476.5,,0.03%,USD
1559,09/25/2017,477.88,478.3,478.3,476.5,,-0.09%,USD
1560,09/22/2017,478.3,478.22,478.3,477.0,,0.02%,USD
1561,09/21/2017,478.22,478.22,478.23,478.2,,0.00%,USD
1562,09/20/2017,478.22,478.35,478.35,477.0,,-0.03%,USD
1563,09/19/2017,478.35,478.38,478.5,477.0,,-0.01%,USD
1564,09/18/2017,478.38,478.38,478.39,478.35,,0.00%,USD
1565,09/15/2017,478.38,478.35,478.4,477.0,,0.01%,USD
1566,09/14/2017,478.35,478.26,478.37,477.0,,0.02%,USD
1567,09/13/2017,478.26,478.33,478.35,477.0,,-0.01%,USD
1568,09/12/2017,478.33,478.2,478.35,477.0,,0.03%,USD
1569,09/11/2017,478.2,478.15,478.22,477.0,,0.01%,USD
1570,09/08/2017,478.15,478.22,478.22,477.0,,-0.01%,USD
1571,09/07/2017,478.22,478.25,478.25,477.0,,-0.01%,USD
1572,09/06/2017,478.25,478.28,478.28,477.0,,-0.01%,USD
1573,09/05/2017,478.28,478.22,478.29,477.0,,0.01%,USD
1574,09/04/2017,478.22,478.45,478.45,477.0,,-0.05%,USD
1575,09/01/2017,478.45,478.44,478.45,477.0,,0.00%,USD
1576,08/31/2017,478.44,478.39,478.44,477.0,,0.01%,USD
1577,08/30/2017,478.39,478.6,478.6,477.0,,-0.04%,USD
1578,08/29/2017,478.6,478.99,478.99,477.5,,-0.08%,USD
1579,08/28/2017,478.99,478.94,479.5,477.5,,0.01%,USD
1580,08/25/2017,478.94,478.77,478.94,477.5,,0.04%,USD
1581,08/24/2017,478.77,478.53,479.0,477.5,,0.05%,USD
1582,08/23/2017,478.53,478.55,478.55,477.0,,0.00%,USD
1583,08/22/2017,478.55,478.42,478.55,477.0,,0.03%,USD
1584,08/21/2017,478.42,478.55,478.55,477.0,,-0.03%,USD
1585,08/18/2017,478.55,478.15,478.57,477.5,,0.08%,USD
1586,08/17/2017,478.15,478.55,478.55,477.0,,-0.08%,USD
1587,08/16/2017,478.55,478.57,478.57,477.0,,0.00%,USD
1588,08/15/2017,478.57,478.27,478.57,477.0,,0.06%,USD
1589,08/14/2017,478.27,478.42,478.42,477.0,,-0.03%,USD
1590,08/11/2017,478.42,478.7,478.7,477.0,,-0.06%,USD
1591,08/10/2017,478.7,478.7,478.75,477.5,,0.00%,USD
1592,08/09/2017,478.7,478.91,478.91,477.5,,-0.04%,USD
1593,08/08/2017,478.91,478.72,478.91,477.5,,0.04%,USD
1594,08/07/2017,478.72,478.75,478.8,477.5,,-0.01%,USD
1595,08/04/2017,478.75,478.7,479.0,477.5,,0.01%,USD
1596,08/03/2017,478.7,478.57,479.0,477.5,,0.03%,USD
1597,08/02/2017,478.57,478.55,478.58,477.5,,0.00%,USD
1598,08/01/2017,478.55,478.35,478.61,477.5,,0.04%,USD
1599,07/31/2017,478.35,478.6,478.6,477.0,,-0.05%,USD
1600,07/28/2017,478.6,478.72,478.72,477.0,,-0.03%,USD
1601,07/27/2017,478.72,478.75,478.75,477.0,,-0.01%,USD
1602,07/26/2017,478.75,478.53,478.76,477.8,,0.05%,USD
1603,07/25/2017,478.53,478.54,478.88,477.5,,0.00%,USD
1604,07/24/2017,478.54,478.8,478.8,478.0,,-0.05%,USD
1605,07/21/2017,478.8,478.55,478.82,477.5,,0.05%,USD
1606,07/20/2017,478.55,478.53,478.6,477.0,,0.00%,USD
1607,07/19/2017,478.53,478.46,479.5,478.0,,0.01%,USD
1608,07/18/2017,478.46,478.68,478.68,477.0,,-0.05%,USD
1609,07/17/2017,478.68,478.87,478.87,477.0,,-0.04%,USD
1610,07/14/2017,478.87,478.88,478.88,477.5,,0.00%,USD
1611,07/13/2017,478.88,478.9,479.0,478.5,,0.00%,USD
1612,07/12/2017,478.9,479.1,479.1,477.5,,-0.04%,USD
1613,07/11/2017,479.1,479.55,479.55,479.0,,-0.09%,USD
1614,07/10/2017,479.55,480.26,480.26,479.5,,-0.15%,USD
1615,07/07/2017,480.26,479.5,480.26,478.5,,0.05%,USD
1616,07/06/2017,480.0,480.76,480.76,479.0,,-0.05%,USD
1617,07/05/2017,480.26,480.26,480.26,480.25,,0.00%,USD
1618,07/04/2017,480.26,480.4,480.4,479.5,,0.00%,USD
1619,07/03/2017,480.25,480.25,480.25,480.05,,-0.09%,USD
1620,06/30/2017,480.7,480.94,480.97,480.5,,0.05%,USD
1621,06/29/2017,480.44,480.49,480.49,479.5,,-0.01%,USD
1622,06/28/2017,480.49,480.49,480.49,479.5,,0.00%,USD
1623,06/27/2017,480.49,480.39,481.0,479.0,,0.02%,USD
1624,06/26/2017,480.39,480.2,480.39,479.0,,0.04%,USD
1625,06/23/2017,480.2,480.2,483.5,479.5,,0.00%,USD
1626,06/22/2017,480.2,480.53,483.5,479.1,,-0.07%,USD
1627,06/21/2017,480.53,480.0,483.5,479.5,,0.01%,USD
1628,06/20/2017,480.5,481.57,484.0,480.5,,-0.12%,USD
1629,06/19/2017,481.07,481.77,483.5,480.5,,-0.15%,USD
1630,06/16/2017,481.77,482.06,483.5,481.5,,-0.06%,USD
1631,06/15/2017,482.06,482.57,483.5,481.5,,-0.11%,USD
1632,06/14/2017,482.57,482.55,483.5,482.0,,0.00%,USD
1633,06/13/2017,482.55,482.0,483.5,482.0,,0.01%,USD
1634,06/12/2017,482.5,482.97,484.0,482.5,,0.01%,USD
1635,06/09/2017,482.47,482.56,483.5,482.0,,-0.02%,USD
1636,06/08/2017,482.56,482.56,483.5,482.0,,0.00%,USD
1637,06/07/2017,482.56,482.48,483.5,482.0,,0.02%,USD
1638,06/06/2017,482.48,482.18,483.5,481.5,,0.06%,USD
1639,06/05/2017,482.18,482.13,483.5,482.0,,0.01%,USD
1640,06/02/2017,482.11,482.13,483.5,481.0,,0.00%,USD
1641,06/01/2017,482.13,482.0,483.5,480.5,,0.03%,USD
1642,05/31/2017,482.0,481.68,483.5,481.65,,0.07%,USD
1643,05/30/2017,481.68,481.74,483.5,480.5,,-0.01%,USD
1644,05/29/2017,481.74,481.75,483.5,481.3,,0.00%,USD
1645,05/26/2017,481.75,482.01,483.5,481.3,,-0.05%,USD
1646,05/25/2017,482.01,482.59,483.5,482.01,,-0.12%,USD
1647,05/24/2017,482.59,482.59,483.5,481.5,,0.00%,USD
1648,05/23/2017,482.59,482.88,483.5,481.78,,-0.02%,USD
1649,05/22/2017,482.7,483.78,484.0,482.4,,-0.12%,USD
1650,05/19/2017,483.28,483.28,484.0,483.0,,0.00%,USD
1651,05/18/2017,483.28,483.65,483.65,483.28,,-0.08%,USD
1652,05/17/2017,483.65,484.13,484.13,483.0,,-0.10%,USD
1653,05/16/2017,484.13,484.13,484.17,483.5,,0.00%,USD
1654,05/15/2017,484.13,484.17,484.4,483.5,,-0.01%,USD
1655,05/12/2017,484.17,484.4,484.4,484.0,,-0.05%,USD
1656,05/11/2017,484.4,484.41,484.41,484.4,,0.00%,USD
1657,05/10/2017,484.41,484.68,484.68,483.5,,-0.06%,USD
1658,05/09/2017,484.68,484.65,484.68,483.5,,0.01%,USD
1659,05/08/2017,484.65,484.75,484.75,483.5,,-0.01%,USD
1660,05/05/2017,484.7,485.33,485.34,484.0,,-0.03%,USD
1661,05/04/2017,484.83,484.84,484.84,483.5,,0.00%,USD
1662,05/03/2017,484.84,484.67,484.84,483.5,,0.04%,USD
1663,05/02/2017,484.67,484.65,484.75,483.5,,0.00%,USD
1664,05/01/2017,484.65,484.6,484.68,483.5,,0.01%,USD
1665,04/28/2017,484.6,484.5,484.62,483.5,,0.02%,USD
1666,04/27/2017,484.5,484.45,484.53,483.5,,0.01%,USD
1667,04/26/2017,484.45,484.44,484.45,483.4,,0.00%,USD
1668,04/25/2017,484.44,484.5,484.5,483.0,,-0.01%,USD
1669,04/24/2017,484.5,484.88,484.88,483.5,,-0.08%,USD
